搜尋關鍵字報表
2026年7月1日 - 2026年8月5日
關鍵字狀態,關鍵字,比對類型,廣告活動,廣告群組,狀態,狀態原因,最終到達網址,曝光,互動,互動率,貨幣代碼,平均費用,費用,點擊,轉換率,轉換,平均單次點擊出價,單次轉換費用
已啟用,"""花磚""",詞組比對,202604 三羽建材 GKW,磁磚,符合資格,,,376,31,8.24%,TWD,6.80,210.67,31,0.00%,0.00,6.80,0.00
已啟用,"""馬賽克磚""",詞組比對,202604 三羽建材 GKW,磁磚,符合資格,,,180,15,8.33%,TWD,7.07,106.05,15,0.00%,0.00,7.07,0.00
已啟用,"""客廳磁磚""",詞組比對,202604 三羽建材 GKW,磁磚,符合資格,,,82,5,6.10%,TWD,6.44,32.19,5,0.00%,0.00,6.44,0.00
已啟用,"""三洋磁磚""",詞組比對,202604 三羽建材 GKW,磁磚,符合資格,,,320,57,17.81%,TWD,6.29,358.47,57,0.00%,0.00,6.29,0.00
已啟用,六角 瓷磚,廣泛比對,202604 三羽建材 GKW,磁磚,符合資格,,,627,21,3.35%,TWD,6.46,135.70,21,0.00%,0.00,6.46,0.00
已啟用,"""木紋磚""",詞組比對,202604 三羽建材 GKW,磁磚,符合資格,,,718,50,6.96%,TWD,6.60,330.10,50,0.00%,0.00,6.60,0.00
已啟用,"""客訂磁磚""",詞組比對,202604 三羽建材 GKW,磁磚,不符合資格,極少顯示,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""廚房磁磚""",詞組比對,202604 三羽建材 GKW,磁磚,符合資格,,,113,7,6.19%,TWD,6.27,43.90,7,0.00%,0.00,6.27,0.00
已啟用,"""戶外磁磚""",詞組比對,202604 三羽建材 GKW,磁磚,符合資格,,,112,3,2.68%,TWD,6.82,20.47,3,0.00%,0.00,6.82,0.00
已啟用,"""台中磁磚建材行""",詞組比對,202604 三羽建材 GKW,磁磚,符合資格,,,99,11,11.11%,TWD,6.08,66.90,11,0.00%,0.00,6.08,0.00
已啟用,"""客製外牆磚""",詞組比對,202604 三羽建材 GKW,磁磚,不符合資格,極少顯示,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,台中 大 板 磚,廣泛比對,202604 三羽建材 GKW,磁磚,符合資格,,,382,28,7.33%,TWD,6.24,174.60,28,0.00%,0.00,6.24,0.00
已啟用,"""大板磚""",詞組比對,202604 三羽建材 GKW,磁磚,符合資格,,,642,70,10.90%,TWD,6.56,459.55,70,0.00%,0.00,6.56,0.00
已啟用,[三羽綠建材],完全比對,202604 三羽建材 GKW,品牌字,不符合資格,極少顯示,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[三羽],完全比對,202604 三羽建材 GKW,品牌字,符合資格,,,157,77,49.04%,TWD,2.33,179.08,77,0.00%,0.00,2.33,0.00
已啟用,[SANYEU],完全比對,202604 三羽建材 GKW,品牌字,符合資格,,,7,0,0.00%,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[三羽建材],完全比對,202604 三羽建材 GKW,品牌字,符合資格,,,419,138,32.94%,TWD,3.01,415.04,138,0.00%,0.00,3.01,0.00
已啟用,"""馬可貝里磁磚""",詞組比對,202604 三羽建材 GKW,競品字,符合資格,,,121,8,6.61%,TWD,6.70,53.62,8,0.00%,0.00,6.70,0.00
已啟用,"""一磚""",詞組比對,202604 三羽建材 GKW,競品字,受限,品質偏低,,23,0,0.00%,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""冠軍磁磚""",詞組比對,202604 三羽建材 GKW,競品字,符合資格,,,360,17,4.72%,TWD,6.25,106.22,17,0.00%,0.00,6.25,0.00
已啟用,[知山田],完全比對,202307 家鼎知山田 GKW 家鼎GKW,品牌字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[家鼎建設],完全比對,202307 家鼎知山田 GKW 家鼎GKW,品牌字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""家鼎 君喆""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,品牌字,不符合資格,廣告活動已結束; 廣告群組已暫停; 極少顯示; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[家鼎知山田],完全比對,202307 家鼎知山田 GKW 家鼎GKW,品牌字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[遇.建築],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[麗康弘文],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[雅正VII],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[森活臻城],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[翔禾藏媺2-云詠],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[心樂埕2],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[精銳響未來],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[雅敦盛品],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[靜樂松柏],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[藏富諦霈],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[富比世],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[雲品謙恆],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[品藏],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[品山丰境],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[豐潤自在],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[豐禾大然],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[大隱之美],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[凱御鼎臻],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[鼎銓初森],完全比對,202307 家鼎知山田 GKW 家鼎GKW,競案字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""北屯 591""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[12單元 別墅],完全比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""南興公園 透天""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""潭子 預售屋""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""北屯電梯別墅""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""太平 透天""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""潭子 建案""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""潭子 591""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""機捷 新建案""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""北屯 好市多 預售屋""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""十期別墅""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""北屯 機捷特區 建案""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[單元12 別墅],完全比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""潭 子 透 天 別墅""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""北屯 新建案""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""北屯 透天 別墅""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""北屯 機捷 預售屋""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[12單元 透天],完全比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""南興公園 新建案""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停; 極少顯示,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""北屯 好市多 建案""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""潭子 透天""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""北屯透天""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""北屯 透天 新建案""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""豐原 電梯別墅""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""潭子 電梯別墅""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[單元12 透天],完全比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""太平別墅""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""豐原 透天""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""潭子 別墅""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""太平 透天 別墅""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""南興公園 別墅""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""北屯 機捷 建案""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""豐原 新建案""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,"""潭子 新建案""",詞組比對,202307 家鼎知山田 GKW 家鼎GKW,區域字,不符合資格,廣告活動已結束; 廣告群組已暫停; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[豐邑ONE+],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[亞昕一緻],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[富宇藏富],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[靜樂松柏],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[翔禾藏媺2-云詠],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[ANEW],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[勝發賀],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[豐邑 豐禾],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[麗康弘文],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[品藏],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[情定水蓮],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[登陽釀時光],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[宜固 白舍],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[德鑫一璟],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[丹源齊稙],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[蓉稼醇璞],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[翔禾建設],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[富暘·雲山境],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[凱御鼎臻],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[大漁仰昀],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[雙橡園2925],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[晟溢大觀],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[豐禾大然],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[順天King's Road],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[庭林群青],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[大毅一嶼],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 品質偏低,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
已啟用,[新寧芙蓉],完全比對,202307 家鼎知山田 GKW【1112暫停】,競案字,不符合資格,廣告活動已暫停; 廣告活動已結束; 極少顯示,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
 --,,總計：已啟用的關鍵字, --, --, --,,,"26,879","1,682",6.26%,TWD,5.89,9911.44,"1,682",0.00%,0.00,5.89,0.00
,,總計：帳戶的關鍵字,,,,,,"31,561","1,901",6.02%,TWD,5.91,11237.92,"1,901",0.00%,0.00,5.91,0.00
,,總計：您的關鍵字,,,,,,"31,561","1,901",6.02%,TWD,5.91,11237.92,"1,901",0.00%,0.00,5.91,0.00
,,總計：AI Max 擴充比對相符項目,,,,,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
,,總計：AI Max 相符到達網頁,,,,,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
,,總計：帳戶的網址納入項目,,,,,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
,,總計：帳戶,,,,,,"31,561","1,901",6.02%,TWD,5.91,11237.92,"1,901",0.00%,0.00,5.91,0.00
,,總計：多媒體,,,,,,0,0, --,TWD,0,0.00,0,0.00%,0.00,0,0.00
,,總計：搜尋,,,,,,"31,561","1,901",6.02%,TWD,5.91,11237.92,"1,901",0.00%,0.00,5.91,0.00
